"","label","text"
"2425","ham","Lmao but its so fun..."
"2428","spam","Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201"
"2431","spam","Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1"
"2433","ham","That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day."
"2436","ham","Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon."
"2439","spam","For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
"2440","ham","I not busy juz dun wan 2 go so early.. Hee.."
"2443","ham","Back in brum! Thanks for putting us up and keeping us all and happy. See you soon"
"2449","ham","Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü..."
"2450","ham","Do u knw dis no. &lt;#&gt; ?"
"2453","ham","I know complain num only..bettr directly go to bsnl offc nd apply for it.."
"2456","ham","Left dessert. U wan me 2 go suntec look 4 u?"
"2458","ham","Onum ela pa. Normal than."
"2460","ham","Cool, I'll text you when I'm on the way"
"2462","ham","i cant talk to you now.i will call when i can.dont keep calling."
"2472","ham","Eat at old airport road... But now 630 oredi... Got a lot of pple..."
"2473","ham","sry can't talk on phone, with parents"
"2474","spam","Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
"2481","spam","Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
"2482","spam","Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
"2483","ham","K.:)do it at evening da:)urgent:)"
"2485","ham","Mm have some kanji dont eat anything heavy ok"
"2490","ham","Aiyah e rain like quite big leh. If drizzling i can at least run home."
"2494","ham","No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions."
"2495","ham","they released another Italian one today and it has a cosign option"
"2497","spam","WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM"
"2498","ham","HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com"
"2499","ham","Dai what this da.. Can i send my resume to this id."
"2505","ham","Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up"
"2507","ham","Congrats kano..whr s the treat maga?"
"2508","ham","Who u talking about?"
"2515","spam","U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16"
"2518","ham","Yes.i'm in office da:)"
"2526","spam","FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk"
"2527","ham","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"2530","ham","jay says he'll put in  &lt;#&gt;"
"2533","ham","What's happening with you. Have you gotten a job and have you begun registration for permanent residency"
"2537","ham","Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
"2539","ham","That's y we haf to combine n c how lor..."
"2540","ham","The monthly amount is not that terrible and you will not pay anything till 6months after finishing school."
"2545","ham","Package all your programs well"
"2549","spam","Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
"2556","ham","I'll reach in ard 20 mins ok..."
"2557","spam","FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
"2558","ham","Fuck babe ... What happened to you ? How come you never came back?"
"2559","spam","This message is brought to you by GMW Ltd. and is not connected to the"
"2560","ham","Some friends want me to drive em someplace, probably take a while"
"2561","ham","I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd."
"2563","ham","And maybe some pressies"
"2572","ham","From 5 to 2 only my work timing."
"2575","spam","Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
"2576","spam","Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video."
"2577","ham","Now thats going to ruin your thesis!"
"2579","ham","Hey whats up? U sleeping all morning?"
"2582","spam","U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795."
"2584","spam","3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
"2585","ham","Goodmorning, today i am late for 1hr."
"2590","ham","My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)"
"2591","spam","Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p"
"2592","ham","Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them."
"2593","ham","Still work going on:)it is very small house."
"2597","spam","Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone"
"2598","ham","No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans"
"2600","ham","Okie... Thanx..."
"2605","ham","""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?"""
"2607","ham","""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!"""
"2608","ham","R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE"
"2611","ham","Awesome, text me when you're restocked"
"2612","ham","As usual..iam fine, happy &amp; doing well..:)"
"2613","spam","Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week"
"2614","ham","Yes. It's all innocent fun. O:-)"
"2617","ham","2marrow only. Wed at  &lt;#&gt;  to 2 aha."
"2618","ham","I went to ur hon lab but no one is there."
"2621","spam","<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min"
"2623","ham","Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?"
"2624","ham","Ok lor..."
"2627","spam","FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
"2628","ham","Unni thank you dear for the recharge..Rakhesh"
"2632","ham","No way I'm going back there!"
"2633","spam","URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
"2636","ham","Sorry da thangam, very very sorry i am held up with prasad."
"2638","ham","Thank god they are in bed!"
"2643","spam","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
"2645","ham","Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No."
"2647","ham","Sorry, I'll call later"
"2648","ham","Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
"2649","ham","It,,s a taxt massage....tie-pos argh ok! Lool!"
"2651","ham","You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
"2652","ham","Do you like shaking your booty on the dance floor?"
"2660","ham","Not yet chikku..wat abt u?"
"2663","ham","Do you know when dad will be back?"
"2664","spam","Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
"2665","spam","8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+"
"2667","ham","R u meeting da ge at nite tmr?"
"2669","ham","Why de. You looking good only:-).."
"2670","spam","Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg"
"2671","spam","we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery"
"2677","ham","I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!"
"2678","ham","* Am on a train back from northampton so i'm afraid not!"
"2680","ham","Was playng 9 doors game and gt racing on phone lol"
"2681","spam","New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
"2683","ham","I'm on da bus going home..."
"2687","spam","URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only"
"2689","ham","Okie"
"2692","spam","sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p"
"2693","ham","Hey tmr meet at bugis 930 ?"
"2694","spam","Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
"2697","ham","And whenever you and i see we can still hook up too."
"2698","ham","Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon..."
"2699","ham","Can you use foreign stamps for whatever you send them off for?"
"2700","spam","FROM 88066 LOST £12 HELP"
"2706","spam","FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!"
"2709","spam","Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
"2711","ham","Sorry de i went to shop."
"2712","spam","Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk"
"2717","ham","Cool. I am  &lt;#&gt;  inches long. hope you like them big!"
"2718","ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"2720","spam","18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."
"2729","ham","Whatsup there. Dont u want to sleep"
"2730","spam","Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “"
"2731","spam","Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
"2733","ham","Mm feeling sleepy. today itself i shall get that dear"
"2734","ham","How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-."
"2736","ham","Can you do a mag meeting this avo at some point?"
"2739","ham","Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu"
"2741","ham","Are you this much buzy"
"2742","ham","Nothing. Can..."
"2743","spam","I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over."
"2746","ham","Tick, tick, tick ... Babe"
"2747","ham","R ü going 4 today's meeting?"
"2748","ham","K da:)how many page you want?"
"2755","ham","Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
"2757","ham","We r outside already."
"2760","ham","What time. I‘m out until prob 3 or so"
"2764","ham","ARR birthday today:) i wish him to get more oscar."
"2768","spam","Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX"
"2771","spam","Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner"
"2775","spam","How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?"
"2780","spam","For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
"2781","ham","Well I might not come then..."
"2787","ham","Yeah get the unlimited"
"2791","ham","When you are big..| God will bring success."
"2792","spam","U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870"
"2795","ham","Not from this campus. Are you in the library?"
"2797","ham","How will I creep on you now? ;_;"
"2803","ham","Depends on where u going lor."
"2804","ham","And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*"
"2805","spam","FreeMsg>FAV XMAS TONES!Reply REAL"
"2806","ham","Lil fever:) now fine:)"
"2809","spam","December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906"
"2815","ham","Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
"2816","ham","Alright if you're sure, let me know when you're leaving"
"2819","spam","Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
"2822","spam","INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow."
"2823","ham","Oh god..taken the teeth?is it paining"
"2824","spam","ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine."
"2825","ham","Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect..."
"2827","spam","Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
"2831","spam","Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p."
"2833","ham","Thanx 4 sending me home..."
"2835","spam","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
"2836","ham","U sick still can go shopping?"
"2839","ham","1's reach home call me."
"2840","ham","Were trying to find a Chinese food place around here"
"2841","ham","Easy mate, * guess the quick drink was bit ambitious."
"2843","ham","Ok thanx..."
"2845","ham","Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
"2849","spam","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
"2851","spam","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
"2852","ham","She's fine. Good to hear from you. How are you my dear? Happy new year oh."
"2853","ham","Are you going to wipro interview today?"
"2855","ham","I doubt you could handle 5 times per night in any case..."
"2862","ham","I want to be there so i can kiss you and feel you next to me"
"2864","spam","Adult 18 Content Your video will be with you shortly"
"2866","ham","What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother"
"2867","ham","He says hi and to get your ass back to south tampa (preferably at a kegger)"
"2871","ham","House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
"2872","spam","YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
"2880","spam","Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
"2882","spam","Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
"2885","ham","Anything lor is she coming?"
"2888","ham","No probs hon! How u doinat the mo?"
"2891","ham","My battery is low babe"
"2898","spam","pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
"2900","ham","If you r @ home then come down within 5 min"
"2901","ham","Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
"2903","spam","Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1"
"2905","ham","Tell me pa. How is pain de."
"2906","ham","HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG"
"2909","ham","ALRITE"
"2910","ham","Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow."
"2911","spam","URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only"
"2912","ham","How do you guys go to see movies on your side."
"2916","spam","Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info"
"2918","ham","What time should I tell my friend to be around?"
"2921","ham","Is xy in ur car when u picking me up?"
"2922","ham","Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
"2927","ham","Are you coming to day for class."
"2932","ham","Wat's my dear doing? Sleeping ah?"
"2936","ham","Yup n her fren lor. I'm meeting my fren at 730."
"2938","ham","And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
"2940","ham","Hey i've booked the pilates and yoga lesson already... Haha"
"2942","spam","You have 1 new message. Please call 08712400200."
"2944","ham","Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3."
"2946","spam","We currently have a message awaiting your collection. To collect your message just call 08718723815."
"2948","ham","make that 3! 4 fucks sake?! x"
"2955","spam","URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
"2956","ham","Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
"2959","ham","I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed."
"2960","spam","U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901"
"2962","ham","Sir send to group mail check it."
"2966","spam","Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
"2972","ham","U should make a fb list"
"2975","ham","Happy New Year Princess!"
"2977","ham","Don't worry, * is easy once have ingredients!"
"2981","spam","Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
"2985","ham","What should i eat fo lunch senor"
"2986","ham","He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
"2988","spam","Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service"
"2990","ham","Do you still have the grinder?"
"2991","spam","No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info"
"2993","spam","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
"2994","ham","K.i did't see you.:)k:)where are you now?"
"2998","ham","They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear."
"3001","ham","Oh, then your phone phoned me but it disconnected"
"3002","ham","Id onluy matters when getting on from offcampus"
"3003","spam","This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only"
"3006","spam","You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
"3007","ham","Ew are you one of them?"
"3010","spam","Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
"3011","spam","Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q"
"3012","ham","Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)"
"3015","spam","FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free"
"3019","ham","One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -"
"3022","ham","I thank you so much for all you do with selflessness. I love you plenty."
"3034","ham","Jokin only lar... :-) depends on which phone my father can get lor..."
"3038","ham",";-) ok. I feel like john lennon."
"3040","ham","You are not bothering me but you have to trust my answers. Pls."
"3041","ham","Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
"3043","ham","Aight what time you want me to come up?"
"3046","ham","Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs"
"3049","ham","Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
"3050","ham","Die... Now i have e toot fringe again..."
"3053","ham","Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
"3054","ham","Please leave this topic..sorry for telling that.."
"3055","ham","Pls send me the correct name da."
"3056","ham","What happened to our yo date?"
"3057","spam","EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+"
"3060","spam","You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."
"3063","ham","What u talking bout early morning? It's almost noon where your at!"
"3065","spam","Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
"3067","ham","Sounds good, keep me posted"
"3068","spam","Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021."
"3073","ham","Apart from the one i told you about yesterday?"
"3074","ham","Ok lor... But buy wat?"
"3076","ham","Don know. I did't msg him recently."
"3085","ham","K..k:)how about your training process?"
"3086","ham","Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?"
"3087","ham","In da car park"
"3088","ham","I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ..."
"3092","ham","Am going to take bath ill place the key in window:-)"
"3093","spam","LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts"
"3094","ham","Dear, take care. I am just reaching home.love u a lot."
"3095","ham","staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323"
"3101","ham","Ok... I din get ur msg..."
"3106","ham","That's y i said it's bad dat all e gals know u... Wat u doing now?"
"3112","spam","Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412"
"3113","ham","Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
"3124","spam","Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+"
"3126","ham","My uncles in Atlanta. Wish you guys a great semester."
"3127","spam","1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+"
"3128","ham","U coming 2 pick me?"
"3130","ham","would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked"
"3132","ham","Ok. But i finish at 6."
"3133","spam","LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
"3140","ham","Wat r u doing now?"
"3142","spam","sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP"
"3145","ham","Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)"
"3147","ham","I.ll get there tomorrow and send it to you"
"3153","ham","Yeah but which is worse for i"
"3154","spam","Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX"
"3156","spam","Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx"
"3158","ham","Long time. You remember me today."
"3160","ham","Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE"
"3165","spam","This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm"
"3167","ham","Cheers for the card ... Is it that time of year already?"
"3168","spam","HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
"3173","ham","Still otside le..u come 2morrow maga.."
"3175","spam","Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
"3176","ham","It vl bcum more difficult.."
"3177","spam","UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117"
"3178","ham","Havent still waitin as usual... Ü come back sch oredi?"
"3181","ham","Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30."
"3183","ham","So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
"3187","ham","MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM."
"3188","ham","Happy birthday to you....dear.with lots of love.rakhesh NRI"
"3190","spam","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
"3191","ham","X2  &lt;#&gt; . Are you going to get that"
"3192","ham","Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning"
"3193","spam","UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub"
"3197","ham","Great. P diddy is my neighbor and comes for toothpaste every morning"
"3200","ham","7 lor... Change 2 suntec... Wat time u coming?"
"3208","ham","At home also."
"3209","ham","This phone has the weirdest auto correct."
